protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.7.2230,,,,,,,,none,,Tb927.7.2230,"mitochondrial carrier protein, putative",0,GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,0.9936155584539691,,,0.4462965560252235,,,,,,,,0.2457037668222087,,0.9055632707012232,0.9931995239679574,0.585719271321795,,0.6201400967691589,0.2612512593556785
Tb927.7.2240,0.9723192167757868,,6.9534746491024615,,8.911360538377266e-11,,4.779245936837441,3.0,0.04634674151210149,Tb927.7.2240,"hypothetical protein, conserved",1,GO:0003729|mRNA binding; GO:0005634|nucleus; GO:0005488|binding,0.9514320439902768,0.9270364098221846,0.926889725205798,0.7879443557899118,0.6054535270646693,0.3386037188935829,0.1926757542333493,0.9548612690416216,0.9170652132234122,0.8734938081475074,0.8005877524394553,0.6406141703036494,0.3484962929713499,0.17322081845325216,0.9452574704244776,0.933879228543652,0.9040081488453654,0.7824365656273308,0.6235418973086467,0.3333876985533396,0.17276654730276075
Tb927.7.2250,,,,,,,,none,,Tb927.7.2250,"carnitine O-palmitoyltransferase II, putative",0,"GO:0016746|transferase activity, transferring acyl groups",,,0.6503391012815661,,,,,,0.6311707317073172,,,,,0.2788746283181056,,0.6820567085825907,0.6839598072952512,,,0.6312089651503059,
Tb927.7.2260,0.9846362689398072,,6.424540631949568,,6.891867077030156e-10,,4.4126168179696,2.0,0.037887805775078574,Tb927.7.2260,"SEP domain containing protein, putative",1,none,0.9352744004631746,0.9202919849996052,0.9140660549599738,0.7653168301101979,0.5502262713946443,0.2676278510529768,0.1298957891548016,0.9501293764548084,0.9256276010538764,0.8892071408080853,0.7847075745579309,0.5451944284380155,0.2801948466868596,0.1224485373113638,0.9384387228229409,0.9466146358684692,0.9112017670717404,0.7777647471818809,0.5233519802304984,0.2589878630957197,0.13342870263337078
Tb927.7.2280,,,,,,,,none,,Tb927.7.2280,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,0.7163132403700124,0.6009077641362615,,0.3292956773755936,,,0.7304395704729958,,0.6818887403048944,0.4378771597248551,0.3318248378127896,,,,,0.600614652654401,0.4139772124883825,0.5551117968193686
Tb927.7.2290,,,,,,,,none,,Tb927.7.2290,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.7.240,1.0633876182236892,,7.889057995696246,,1.8643182553290667e-09,,5.427742908804304,5.0,0.026322776261588986,Tb927.7.240;Tb927.7.230,"40S ribosomal protein S33, putative;40S ribosomal protein S33, putative",1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome,1.040227637685507,1.0258148961439155,0.9694807812158542,0.8410030395878856,0.6207987448295536,0.3753674033770264,0.23470242232698796,1.0310711687868586,1.019370704077725,0.9885043041896264,0.8631976527496927,0.6203836650933716,0.3610465568045401,0.24195907877829398,1.0361331167580217,1.029110533858832,0.9784059631481756,0.852457518964748,0.6065399033309276,0.3726862106406081,0.2329527905385593
Tb927.7.2300,1.038808466629773,,10.578330279502213,,8.078981927894802e-11,,7.291804397172087,10.0,0.01362096689095638,Tb927.7.2300,Nucleoporin NUP132,1,GO:0031080|nuclear pore outer ring; GO:0005634|nucleus; GO:0005643|nuclear pore,1.0283210649636096,0.9966407521813196,0.9493019190639284,0.8589252546584982,0.7244966760951657,0.4845628158399803,0.3320953231023197,1.0266573403713213,0.9724495978761616,0.9476820462313322,0.8672931034482759,0.7312736218578634,0.4878078494660578,0.3034800496175316,1.0142277353312668,0.9917642746451526,0.9609098701716164,0.8757029522740728,0.7436627638868094,0.4893756781791717,0.3215947046843177
Tb927.7.2310,1.0103284552782843,0.08890178991338042,8.218021446883776,1.3846454665474908,0.01220886244575703,0.0958972298566126,5.754963899999489,6.0,0.016388024080751632,Tb927.7.2310,"DNA primase small subunit, putative",1,"GO:0006269|DNA replication, synthesis of RNA primer; GO:0097014|ciliary plasm; GO:0003896|DNA primase activity; GO:0005654|nucleoplasm; GO:0005737|cytoplasm",,,0.8970923032784747,0.7951148040818008,0.6319305948720038,0.37903327758883104,0.2308079595992804,,0.9706363396326054,0.913169975503638,0.8640808166064411,0.6343964815383043,0.4008755964345901,0.21379075758046,,0.9427886346469484,0.9514940848065933,0.8581419710245509,0.6005065813162634,0.41791946975973504,0.2704554409854128
Tb927.7.2320,0.9757856803385552,,8.768316499878246,,5.892744070479239e-10,,6.0371984534927865,7.0,0.02971990040845468,Tb927.7.2320,"cyclic nucleotide-binding domain containing protein, putative",1,GO:0005930|axoneme; GO:0030551|cyclic nucleotide binding; GO:0005737|cytoplasm,0.900622144939104,0.8653047914584758,0.8085254422622126,0.81131322995711,0.6104661066096669,0.4629969639780094,0.3064863334110014,,0.9213192606436421,0.8552213050345048,0.7707712997813119,0.6215735952707949,0.39712347902186174,0.2520854960833375,,0.7819938613814272,0.921997282857021,0.7601597021870639,0.6580277211714974,0.399204926024117,0.24140072104307286
Tb927.7.2330,1.1603524902445117,,9.318013675038475,,2.1728656651731626e-09,,6.418219512696338,none,0.14109086690812833,Tb927.7.2330,"Protein of unknown function (DUF1663), putative",0,GO:0005634|nucleus,0.9876776170974508,0.9211885475980433,0.8733261314588728,0.8447480861960934,0.7539132951018046,0.4565228680821441,0.3162793562256697,,,1.0048223766772857,0.8534328064283581,0.7575256790472157,0.4877394536015207,0.31386691779209386,0.660133273531108,1.0332981240618304,0.9975352506530336,0.9497249508082876,0.7561436689284773,0.4791309210347729,0.26404067556243155
Tb927.7.2370,1.0483128142028175,,8.228012879539683,,6.514921935263374e-11,,5.662688517656643,5.0,0.03149604964965515,Tb927.7.2370;Tb927.7.2340,"40S ribosomal protein S15, putative;40S ribosomal protein S15, putative",1,GO:0006412|translation; GO:0005840|ribosome; GO:0003735|structural constituent of ribosome; GO:0015935|small ribosomal subunit,1.0247603442709825,1.0059569810520643,0.9645650033555564,0.8608347215779603,0.6184867251540573,0.3713602623713052,0.2102623363146277,1.0169467177814695,0.9995559190115412,0.9658606551602678,0.8325660683068266,0.6129950555301994,0.3277548904459115,0.23581786708813124,1.0207534190266814,1.0049641307672823,0.9777370355912648,0.8287224240746509,0.6290655143021391,0.3286788079470199,0.21374431937355806
Tb927.7.2350,0.8866002950332132,,8.728302030752102,,1.7429169218985407e-11,,6.009462531946984,7.0,0.03406287306665582,Tb927.7.2350,"hypothetical protein, conserved",1,none,,0.9562717120731782,0.7934944158643932,0.7491100791824868,0.5722757922908712,0.3689040483326198,0.2306205567650193,,,0.7522167645213147,0.6092769003522327,0.6019942166793806,0.3274202851900731,0.2444074388875667,,0.8719884297104913,0.7487749029878772,0.7341995216499158,0.5544437611144044,0.3411051876975256,0.20984629053753887
Tb927.7.2360,0.9101680978827108,0.03188086044991007,6.164920595220287,0.6989690989633759,0.11559093257012855,0.04398706195589017,5.062033759823437,4.0,0.01742663422046196,Tb927.7.2360,"N-acetyltransferase, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,,0.9530408569269128,0.8511140303650263,0.7684498119066101,0.5913001795612459,0.3627542715349167,0.24690094027150214,1.0221978215666332,1.0028043915194074,0.8230195451015617,0.7947425563415037,0.5828595638227047,0.375239496213694,0.2389192859193704,,0.9735852880860076,0.9063294318375704,0.7606091433744484,0.5922779818207933,0.3732344759793362,0.20975614243323445
Tb927.7.2380,0.9170693712246512,0.1206227478187824,6.477614966157041,1.7539283408137822,3.6788128099374256e-11,0.011190386935035731,4.449405138887246,2.0,0.025225374033268588,Tb927.7.2380,"hypothetical protein, conserved",1,none,0.9042911130794212,0.8808756465450491,0.8081584315503173,0.7462892528873779,0.526019474471508,0.20489620289825086,,0.8730341471767576,0.8353978824447404,0.7832609810110028,0.7197537088376496,0.4507243694315473,0.2100103568565424,0.1809557098280158,0.9071415194264923,0.8326191587366304,0.7923165085231403,0.6823955528860309,0.4444235294117648,0.26539677287934715,0.09550536334793776
Tb927.7.2390,1.0788322795885985,,7.6794723212558305,,8.151257446797901e-12,,5.282469175809283,4.0,0.006786022633148426,Tb927.7.2390,Tripartite attachment complex protein 102,1,GO:0098798|mitochondrial protein complex; GO:0033955|mitochondrial DNA inheritance; GO:0005739|mitochondrion,,1.014216565968205,0.9495434869472562,0.8021364628689286,0.6483082353329266,0.3925270289443815,0.23421122278358114,0.9812364253111516,1.0068236616839146,0.9545432852169152,0.8397729954876779,0.6283513695759145,0.3653398058252428,0.232492735232536,,1.0087572828150837,0.971696828525354,0.8233951739411277,0.647663007518797,0.40166482896613387,0.2120362073417068
Tb927.7.2400,1.070381784234126,,8.325137832833281,,4.062084002498523e-11,,5.730010405000125,6.0,0.034270557268519866,Tb927.7.2400,"tyrosyl-tRNA synthetase, putative",1,GO:0005737|cytoplasm; GO:0000049|tRNA binding,0.9636425599264801,0.9944678570606628,0.899779711987482,0.8216899588960659,0.6766886253012617,0.3900200664015469,0.25028664696281266,1.0330045081431058,1.0114569143813659,0.952399320262764,0.8726052600486779,0.6636107605446695,0.4178910396678449,0.2300842422336605,0.9519648732509806,1.0148954470250129,0.9759179333208232,0.8675122288081948,0.6832514557967179,0.3978010211857949,0.2512048916671725
Tb927.7.2410,0.8693064283910212,,10.384411823671655,,8.487321956351935e-11,,7.157390366444607,10.0,0.03236922407323358,Tb927.7.2410,"Dynamin family, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0005525|GTP binding,,,0.8379531529587368,0.7234818164850471,0.6644877333798639,0.4541646622123237,0.28980169899372904,0.6921178191448412,0.7693877053563656,0.7755105111750388,0.797985219933811,0.6170087944711348,0.44965835205106985,0.24555952755455146,,0.8181589099496354,0.7592252006495013,0.7937643851424451,0.5871487124335305,0.3929194430539333,0.273403130963648
Tb927.7.2420,,,,,,,,none,,Tb927.7.2420,"glycogen synthase kinase-3 alpha, putative",0,GO:0006468|protein phosphorylation; GO:0004672|protein kinase activity; GO:0005524|ATP binding,,,,,0.4819869858238438,,0.13744293317563575,,,,,,0.2397951903742092,0.14347333519258776,,,,,0.4795203962799547,0.2391661473087819,0.1097093697814852
Tb927.7.2440,1.0357280521319674,,8.578442455330029,,1.124782045280881e-09,,5.905587798845354,6.0,0.0298648101985875,Tb927.7.2440,"pyrroline-5-carboxylate reductase, putative",1,GO:0004735|pyrroline-5-carboxylate reductase activity; GO:0005654|nucleoplasm; GO:0010608|posttranscriptional regulation of gene expression; GO:0006561|proline biosynthetic process; GO:0005737|cytoplasm; GO:0055114|oxidation-reduction process,1.0020483580042636,0.9461232643902348,0.9023917897293274,0.8392116745798258,0.6590844623103242,0.4133331301122796,0.24667574523012384,0.9943346717061126,0.9497090597629376,0.8771710813035689,0.8517015069374255,0.6789946837879195,0.3952501348072257,0.2468258418406217,0.9131285125515176,0.9631438664880011,0.953609489032611,0.8563791782859267,0.6644722825828351,0.39563906221155626,0.2545287329111676
Tb927.7.2450,1.0863001983836909,0.0387817736474655,5.288299035079729,0.5102094045054836,0.008518219179757036,0.0473681528216311,3.6662053937500003,1.0,0.01488418007641404,Tb927.7.2450,SUMO-interacting motif-containing protein,1,none,,0.9769964053812834,0.9178517705123213,0.7589948031400232,0.5110412367669299,0.2406297797173733,0.14553338809998828,,0.9555783101081198,0.8984271029581887,0.7550450967230122,0.5159160590927283,0.2332425346345096,0.13926195079535575,,0.9575596582962148,0.9235074538336828,0.7616931628682602,0.5071012472066773,0.2581205322883501,0.1204751978846517
Tb927.7.2470,,,,,,,,none,,Tb927.7.2470,"GTPase activating protein, putative",0,GO:0005737|cytoplasm,,,,,0.628558737815295,0.31685614508512244,0.265220389046805,,,,0.7880938679245283,0.6177956643238208,0.3025339473840255,0.20272237611126426,,,,0.8489622331691298,0.5768226644813861,0.41091306229474817,
Tb927.7.2500,1.0255128960555342,,7.918051530498282,,6.230260751749483e-11,,5.447839682455817,5.0,0.031154841356536542,Tb927.7.2500,proteasome regulatory ATPase subunit 1,1,GO:0005524|ATP binding; GO:0030163|protein catabolic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0016787|hydrolase activity,0.9654011043958434,0.9637622114350826,0.8769287370850427,0.8189980816114465,0.6166005670989635,0.3767978434863637,0.21041276775962373,0.9400285202550852,0.9630437616926074,0.9062638361096031,0.8164675883640915,0.6241749762175819,0.3594987999615987,0.21173464594613606,0.9419959150110084,0.9689101698453204,0.913180054831662,0.8039651862765734,0.6450824244651179,0.37038009263463817,0.19238498885609295
Tb927.7.2520,0.8306783234506241,0.044309674825252214,3.961738665331304,0.6298821287616001,0.22276594619468426,0.0355198302673921,3.924176182792498,2.0,0.009121031510504626,Tb927.7.2520,"Uncharacterised protein family UPF0066, putative",1,none,,0.9708572494470648,,,0.4939002539466451,0.3729427909063716,,,,,0.7612855216324365,0.5480491452364894,0.35677210133501525,0.1888002630187115,,,0.934435193607648,0.6923109363095361,,0.2961508301114397,0.3069797660126182
Tb927.7.2530,,,,,,,,none,,Tb927.7.2530,"N-acetyltransferase, putative",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.7.2540,0.6102394352469382,0.08187109125846485,3.1210656941355763,1.0986718197130343,0.3269087499789212,0.09818136727714544,4.472550379108521,2.0,0.034141509768555484,Tb927.7.2540,"ubiquitin-protein ligase, putative",1,GO:0004842|ubiquitin-protein transferase activity; GO:0006464|cellular protein modification process,0.8849269153630165,0.8362820021701184,0.7635469837450162,0.6088091343928407,0.5015368937213517,0.27960541095251423,,,0.8485905739441593,0.7010565819384171,0.6636644152479646,0.4857167269420299,0.4102380178087495,,,0.8723492174725532,0.6411087818032594,0.6451576783791722,0.5177666117155731,0.3340040237850405,0.16099053872556332
Tb927.7.2550,1.0893321963383644,,8.077122269540423,,1.1601830607332886e-12,,5.558099116263516,5.0,0.041334681894698,Tb927.7.2550,proteasome regulatory ATPase subunit 5,1,GO:0005524|ATP binding; GO:0016787|hydrolase activity; GO:0005737|cytoplasm; GO:0030163|protein catabolic process,1.0224069385895609,0.9731739207075468,0.9024766654090319,0.8506560804355691,0.6699834681149475,0.3660924320847754,0.2231104506315836,1.0116149523155875,0.9597955715960432,0.9429866527632952,0.8559349838924057,0.6660785400032591,0.37300115332863454,0.21030139071109946,0.9783858283112246,0.9967677287814788,0.9567822140974328,0.8414230855351545,0.6705873922293136,0.3950425586971898,0.22214437826636607
Tb927.7.2560,,,,,,,,none,,Tb927.7.2560,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,0.497613071720351,,0.291054200833859,,,,,0.4908877770526672,,,,,,,,,
Tb927.7.2590,1.0356137938675456,0.09922739030786402,7.759568963890428,2.0408414505671733,0.01051049228538137,0.11748403886243315,5.416545965663875,5.0,0.03814711700183259,Tb927.7.2590,"prefoldin, putative",1,GO:0016272|prefoldin complex; GO:0051082|unfolded protein binding; GO:0006457|protein folding,0.9525824784558908,0.9657155641859092,0.9579015163944032,0.7731273036725794,0.6093126797964151,0.3522609623307829,0.2466556558630556,0.9886031649541916,0.9307639284460788,0.9477892974224872,0.8056683812503024,0.632759847942262,0.35663401539103984,0.2383693499482973,0.9492058588604949,0.9221800351534886,0.9413958251985944,0.7884594210813762,0.6215315492780654,0.3817767706351412,0.22787171820063756
Tb927.7.2600,,,,,,,,none,,Tb927.7.2600,"class I transcription factor A, subunit 7",0,GO:0006360|transcription by RNA polymerase I,,,,0.33516788401340003,,,,,,,,0.6043380037277459,,,,0.5258564938342828,,,,,0.3260314813712063
Tb927.7.2610,,,,,,,,none,,Tb927.7.2610,"hypothetical protein, conserved",0,GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,0.6466085693247627,,0.7118473232757621,,,,,0.7856487956669749,,0.7116672958088786,0.639464461923925,0.3646368566812832,,,,,0.7344867047044893,,0.4372110437710438,
Tb927.7.2620,,,,,,,,none,,Tb927.7.2620,"SSU ribosomal protein, mitochondrial, putative",0,GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,,1.0218621660895257,0.9490843248836006,,,,,,,,0.7816553168265001,,,,1.0483156477733504,1.014348355067079,0.939301722992426,,,0.2708269890728429
Tb927.7.2640,0.8977487554987666,0.02476285152443753,4.960152438212941,0.4415639395100854,0.0024798158726460073,0.0232603951871529,3.4111386955806564,1.0,0.02221732993436527,Tb927.7.2640,"cytoskeleton associated protein, putative",1,GO:0032403|protein-containing complex binding,0.8898501388141925,0.8108911274223766,0.7478190313702964,0.6425825366475463,0.3825491301193027,0.18506163382951005,0.1024782643892172,0.8785685083960451,0.8062672120078542,0.779305045929707,0.6236512820512821,0.3961240275475067,0.1662061900993581,0.0873619812583668,0.8652758092530028,0.8510833878453726,0.8005918181903344,0.640435076658547,0.39316315513233857,0.17218935189540024,0.08054944972392293
Tb927.7.2650,1.0539261291315452,,8.788493422447027,,6.340148406280832e-10,,6.051184030475617,7.0,0.029355823748176357,Tb927.7.2650,"hypothetical protein, conserved",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,1.030487860127843,0.9712261312495232,0.9835935232135116,0.8578437048576689,0.7127437979503837,0.4088831652748043,0.2353976386357292,1.0245685834979397,1.004249707356172,0.9376997368146456,0.8930781689506403,0.7062137601797247,0.4212006160702583,0.24200126988060025,1.0138312795985895,0.9901980302869852,0.9918352627627898,0.8859804026250299,0.6995950761760998,0.42265670010401424,0.2305541810429465
Tb927.7.2660,0.7929867107189199,0.028292534251889444,1.028160965947345,0.07783157389735261,0.11833316582947286,0.021450629903293977,0.8288388220339211,1.0,0.01324254647533319,Tb927.7.2660,"zinc finger protein family member, putative",1,GO:0003723|RNA binding; GO:0005634|nucleus; GO:0046872|metal ion binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,0.9616652257018278,0.5598505101894443,0.42872774367926136,0.2323415675812851,0.10475168379398378,,,0.8967012319028135,0.5781331827324159,0.40991371684390254,0.24667114840399895,0.1548789276102645,0.1123179000405726,,0.92100642249953,0.6063836738249773,0.42629994048263176,0.219637776449492,0.1262886277844859,,0.34461061556463524
Tb927.7.2670,,,,,,,,none,,Tb927.7.2670,"zinc finger protein family member, putative",0,GO:0005515|protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0046872|metal ion binding,,,,,,,,,,,,,,,,,,,,,
Tb927.7.2690,0.8401717340709891,0.1049386747101642,2.081195967181227,0.467311732058281,0.203632410284722,0.03982798838907233,1.96346492327585,1.0,0.030091210898771762,Tb927.7.2690,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,0.6720175310839605,0.5408406008192991,0.3430583084152072,0.1803955426162032,,,,0.8137099476198169,0.5108966911857638,0.32958848722081513,0.2439649810954528,0.11609358648673784,,,0.8614861623527373,0.507894539626645,0.3157670295347021,,
Tb927.7.270,0.94585082511107,0.013064241930964863,5.252147483266638,0.3345247367366719,0.12397785392418426,0.01753462738708466,4.329680964197062,2.0,0.01690628422281308,Tb927.7.270,Ribosome production factor 2 homolog,1,GO:0005634|nucleus,1.03959626404533,0.988255171046545,0.9050055987287198,0.7463091841800431,0.557420828958552,0.3435108880939233,0.24587735093791185,1.0280420340620848,0.9906393227266094,0.9078842565686844,0.7672962679132501,0.5557679493988702,0.3380047800911667,0.21833488691160746,1.0275956951288276,0.993370840910108,0.9067202221072259,0.7485103845220347,0.5515121679567857,0.3423926768926275,0.22037233520733504
Tb927.7.2700,0.8966711337350359,,9.02524605485556,,1.875801736161975e-10,,6.2152884467437985,7.0,0.016318992997371724,Tb927.7.2700,"NADH-cytochrome b5 reductase, putative",1,GO:0016491|oxidoreductase activity; GO:0005739|mitochondrion; GO:0055114|oxidation-reduction process,0.952032324973736,0.8317128485219453,0.7922378886109552,0.7155855932203391,0.6119783675513271,0.36504988306154496,0.2499703387222969,0.925958127074077,0.8677666419907751,0.7920024506800638,0.7117621559086734,0.6009116167104098,0.3786223618910241,0.2371656291326646,0.9024619737320252,0.8865253539060746,0.8013419471153846,0.7332728937235791,0.5938951398709944,0.3692349857509763,0.2373167868823081
Tb927.7.2710,0.9436331299420944,,7.476501878964051,,1.772366475805143e-09,,5.141780799872952,4.0,0.019070034495103676,Tb927.7.2710,"NADH-cytochrome b5 reductase, putative",1,GO:0016491|oxidoreductase activity; GO:0005739|mitochondrion; GO:0097014|ciliary plasm; GO:0055114|oxidation-reduction process,0.942303618212318,0.8926176989258805,0.8028044882583956,0.7280250779990832,0.5708484179930312,0.32550098664586297,0.1792246069277717,0.9157780293850852,0.9038697313738816,0.8451355255247835,0.7754788183569339,0.5749783981741946,0.2837111371481048,0.16270260392873462,0.9305345968985218,0.9441603245003944,0.8673957021273057,0.7271243368463199,0.5470385643375335,0.2934479454827609,0.19555373904987672
Tb927.7.2720,0.8792371097406846,0.011747467168179386,6.1248299163061946,0.3516352228203763,0.0009782342858164483,0.015289583578845628,4.2116263201235284,2.0,0.013505798592919008,Tb927.7.2720,"translation initiation factor SUI1, putative",1,GO:0003743|translation initiation factor activity; GO:0003723|RNA binding; GO:0006413|translational initiation; GO:0005737|cytoplasm,0.8749860302922087,0.7488076970353899,0.6967074689726243,0.6385963397790055,0.481750982857371,0.22302735059789344,0.11992727524908113,0.8687373603188249,0.820549387981624,0.6931587231239146,0.6535187706961343,0.4271402454949073,0.21374325643528752,0.1258919894976233,0.9053509892986374,0.8200748343350285,0.7610198516632806,0.6282622344758444,0.4698568966565966,0.25447540638802923,0.1239774284715068
Tb927.7.2730,0.8553580738158255,0.04995676463572548,5.050838547777722,0.7655659069429299,0.11033007974960117,0.05859380263383504,4.149875719117043,2.0,0.018691108348295963,Tb927.7.2730,"leucine-rich repeat protein (LRRP), putative",1,GO:0005515|protein binding,,0.8812128666847834,0.8057499159374059,0.7062128284411312,0.4638816417435572,0.3454329235245458,0.22245645794996768,,0.8420921393509682,0.8153436342106268,0.6899673732752494,0.4894376526458616,0.2751507232851144,0.1767114447423295,,0.8418464452411553,0.8141571708463949,0.6966042069423204,0.4702432275766125,0.30425255650532274,0.21089746862638545
Tb927.7.2740,1.0281484140006905,0.07313653622101625,6.474455020352115,1.3088845730864176,2.666219152125393e-07,0.10812810845357247,4.4472164949105375,2.0,0.03630432667240214,Tb927.7.2740,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0020023|kinetoplast,1.0005347816321948,0.8684211095073059,0.8148214754902738,0.792321865038757,0.5418569584126122,0.3008290879211175,0.1723569794050343,0.961064827638906,0.8941896869244936,0.8844896260291079,0.7715313516289155,0.5479449396441142,0.29637192982456145,0.1897851329757584,0.929332501235146,0.9355574123306748,0.8511780512627538,0.7847212898830477,0.5208198900972217,0.2970976777513598,0.16643033664136994
Tb927.7.2750,0.9607871031434594,,7.216460928060082,,5.689506643591358e-10,,4.9615341382296885,3.0,0.037637593195639966,Tb927.7.2750,"calcium/calmodulin-dependent protein kinase, putative",1,GO:0004674|protein serine/threonine kinase activity; GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,0.9415515624107864,0.8933490961899134,0.8016350555034198,0.8186297570660818,0.5771066148920226,0.2806405743000719,0.1514882054344581,0.9057541879984676,0.8687646365542682,0.969554201223578,0.7707937189562132,0.5599494066549149,0.3077718263440777,0.18394393985600446,0.8543905002919994,,0.7714843308066522,0.8061363573820117,0.6032526150078713,0.3220264594377763,0.17415520406550522
Tb927.7.2760,0.7577931628092764,0.08426912258797087,7.535570238492162,1.9924717194427848,0.06917543785557068,0.10196105918233386,5.898462199177424,6.0,0.031027598903692187,Tb927.7.2760,Mitochondrial ribosomal protein L22,1,GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0005762|mitochondrial large ribosomal subunit; GO:0005840|ribosome; GO:0010608|posttranscriptional regulation of gene expression; GO:0005739|mitochondrion,,0.8025132215341501,,0.6902634560421695,0.5257442564420988,0.1731921164319933,0.2908864748857105,,,0.7416498783197545,0.6554459803762129,,0.2922924465660499,0.2705420978406198,,0.6973552788988655,,0.6343081796032023,0.5033107610775799,0.34295428543489953,0.19546194314681914
Tb927.7.2770,1.0040957445562175,,8.846726150461212,,1.0770011549254832e-09,,6.091547885889555,7.0,0.025298706828709192,Tb927.7.2770,"hypothetical protein, conserved",1,GO:0005634|nucleus,1.0102732777199492,0.9862643332241278,0.8748124831369728,0.7273970951931292,0.6744046664487156,0.4140125945917342,0.2946460504335376,,0.8698415868487195,0.9397331490473508,0.8448715257224788,0.6226947455780901,0.44702089999319217,0.2700841610866047,,,0.883465888259018,0.8791478776273196,0.460891767238066,0.3933035207609,0.21855511972698569
Tb927.7.2780,1.0467142356465031,,6.9622454311592135,,8.183742572498431e-11,,4.785325379599226,3.0,0.04510772505715698,Tb927.7.2780,"hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression,1.0310213684513905,1.0121312469470598,0.9552903756715024,0.8766809358979978,0.6538723257551092,0.32516692433411376,0.1817551963048499,1.0230707245453097,0.9967920575936822,0.9707216104701586,0.8664209559653745,0.6451937873161124,0.3365454674994656,0.1868486025611482,1.022623554250611,1.0053802566263932,0.986397228296926,0.847371825118249,0.6191134773891737,0.2992747218856702,0.18478536010908644
Tb927.7.2790,1.0449238407499235,,10.243738331242492,,1.245586522813369e-09,,7.059882942920848,10.0,0.04958101675347317,Tb927.7.2790,Component of motile flagella 10,1,GO:0060285|cilium-dependent cell motility; GO:0005515|protein binding,0.9160940924983244,0.9526164672635676,0.9250088131028064,0.8651850252349983,0.7437422658862877,0.4731966102237957,0.3223369084680922,,0.939645129764361,0.9670157637253128,0.8688353267811711,0.7212734048938457,0.4724977134753582,0.30661702991742257,0.9339050588837056,0.9687364218649992,0.9063780247517741,0.8655895069655399,0.730696449329743,0.466015619819488,0.31600065415058554
Tb927.7.280,0.8602720120571057,0.006693035943898506,6.388391330958048,0.16723492267361276,0.0996449407451634,0.009323723485361302,5.166806552038043,4.0,0.005679193514704031,Tb927.7.280,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",1,GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0000413|protein peptidyl-prolyl isomerization; GO:0006457|protein folding,1.0178566523007098,0.8440211367812887,0.7883341042365027,0.7560603826666841,0.5532546835443037,0.3481683096574154,0.22467596669750234,0.8573447769474268,0.8623101429309454,0.8669222984369731,0.7333160592255126,0.5504485227795675,0.3479429267942927,0.2442935779816514,1.0046831302549346,0.9692917393297262,0.8934170237980404,0.6895861508212233,0.5716827834942189,0.34114602735884964,0.21400848122129587
Tb927.7.2800,0.8460522752616313,0.2150706470336962,2.834143575599952,1.5432220939249042,0.3023975367329592,0.1157140966677053,3.1515268904037135,1.0,0.06509305429572976,Tb927.7.2800,"Prp18 domain containing protein, putative",1,GO:0005681|spliceosomal complex; GO:0008380|RNA splicing,,,0.7789300635633922,0.750588634987223,0.5159910608976349,0.36989175023283016,,,,,0.6849347191601051,0.5373919254939192,0.2630461137856905,0.3399138263351794,,,,0.7175281973269586,0.4869838271206745,0.3069559035198674,0.5373381930839675
